"MY_ID","MY_GROUP_ID","MY_ELEMENT_ID","MY_DIRECT_PARENT_ID","MY_PARENT_IDS","ORIGINAL_STRING","CENTER_X","CENTER_Y","AREA","START_X","START_Y","END_X","END_Y","HEIGHT","WIDTH","IS_SQARE","REL_WIDTH_HEIGHT","HASHCODE_INT","MID_INT","SPACES","CLASSNAME","ELEMENT_ID","HASHCODE","MID","START_X_RELATIVE","END_X_RELATIVE","START_Y_RELATIVE","END_Y_RELATIVE","CLICKABLE","CONTEXT_CLICKABLE","DRAWN","ENABLED","FOCUSABLE","LONG_CLICKABLE","PFLAG_ACTIVATED","PFLAG_DIRTY_MASK","PFLAG_FOCUSED","PFLAG_HOVERED","PFLAG_INVALIDATED","PFLAG_IS_ROOT_NAMESPACE","PFLAG_PREPRESSED","PFLAG_SELECTED","SCROLLBARS_HORIZONTAL","SCROLLBARS_VERTICAL","VISIBILITY"
"7","15","5","6","0,2,3,5,6,","          androidx.drawerlayout.widget.DrawerLayout{ea3574f VFE...... ........ 0,48-1920,1080 #7f0a011a app:id/drawer_layout}","960","564","1981440","0","48","1920","1080","1032","1920","0","1.8604652","245585743","2131362074","18","androidx.drawerlayout.widget.DrawerLayout","app:id/drawer_layout","ea3574f","7f0a011a ","0","1920","48","1080",".",".",".","E","F",".",".",".",".",".",".",".",".",".",".",".","V"
"8","15","6","7","0,2,3,5,6,7,","            androidx.constraintlayout.widget.ConstraintLayout{6406edc V.E...... ........ 0,0-1920,1032 #7f0a00db app:id/constraint_layout}","960","564","1981440","0","48","1920","1080","1032","1920","0","1.8604652","104885980","2131362011","20","androidx.constraintlayout.widget.ConstraintLayout","app:id/constraint_layout","6406edc","7f0a00db ","0","1920","0","1032",".",".",".","E",".",".",".",".",".",".",".",".",".",".",".",".","V"
"12","15","7","8","0,2,3,5,6,7,8,","              android.widget.FrameLayout{568196b V.E...... ........ 0,0-1920,1032 #7f0a03df app:id/view_home}","960","564","1981440","0","48","1920","1080","1032","1920","0","1.8604652","90708331","2131362783","22","android.widget.FrameLayout","app:id/view_home","568196b","7f0a03df ","0","1920","0","1032",".",".",".","E",".",".",".",".",".",".",".",".",".",".",".",".","V"
"13","15","8","12","0,2,3,5,6,7,8,12,","                com.bluestacks.launcher.widget.ItemOptionView{8d39cc8 VFED..... .F...... 0,0-1920,1032 #7f0a01b4 app:id/item_option aid=1073741825}","960","564","1981440","0","48","1920","1080","1032","1920","0","1.8604652","148085960","2131362228","24","com.bluestacks.launcher.widget.ItemOptionView","app:id/item_option aid=1073741825","8d39cc8","7f0a01b4 ","0","1920","0","1032",".",".","D","E","F",".",".",".","F",".",".",".",".",".",".",".","V"
"14","15","9","13","0,2,3,5,6,7,8,12,13,","                  androidx.constraintlayout.widget.ConstraintLayout{68ee161 V.E...... ........ 0,0-1920,1032}","960","564","1981440","0","48","1920","1080","1032","1920","0","1.8604652","110027105","0","26","androidx.constraintlayout.widget.ConstraintLayout","","68ee161","","0","1920","0","1032",".",".",".","E",".",".",".",".",".",".",".",".",".",".",".",".","V"
"32","15","10","14","0,2,3,5,6,7,8,12,13,14,","                    android.widget.LinearLayout{14aaa37 V.E...... ........ 235,752-1685,1032 #7f0a0110 app:id/dock}","960","940","406000","235","800","1685","1080","280","1450","0","5.178571","21670455","2131362064","28","android.widget.LinearLayout","app:id/dock","14aaa37","7f0a0110 ","235","1685","752","1032",".",".",".","E",".",".",".",".",".",".",".",".",".",".",".",".","V"
"34","15","11","32","0,2,3,5,6,7,8,12,13,14,32,","                      android.widget.FrameLayout{aaefd0d V.E...... ........ 0,34-1450,280 #7f0a017a app:id/frameLayout}","960","957","356700","235","834","1685","1080","246","1450","0","5.894309","179240205","2131362170","30","android.widget.FrameLayout","app:id/frameLayout","aaefd0d","7f0a017a ","0","1450","34","280",".",".",".","E",".",".",".",".",".",".",".",".",".",".",".",".","V"
"36","15","12","34","0,2,3,5,6,7,8,12,13,14,32,34,","                        android.widget.FrameLayout{615b2d3 V.E...... ........ 0,0-1450,246}","960","957","356700","235","834","1685","1080","246","1450","0","5.894309","102085331","0","32","android.widget.FrameLayout","","615b2d3","","0","1450","0","246",".",".",".","E",".",".",".",".",".",".",".",".",".",".",".",".","V"
"38","15","13","36","0,2,3,5,6,7,8,12,13,14,32,34,36,","                          android.widget.LinearLayout{fdb5d09 V.E...... ........ 75,-10-1375,216 #7f0a0070 app:id/allappsLinearLayout}","277","937","-14690","310","824","245","1050","226","-65","0","-0.28761062","266034441","2131361904","34","android.widget.LinearLayout","app:id/allappsLinearLayout","fdb5d09","7f0a0070 ","75","10","-10","216",".",".",".","E",".",".",".",".",".",".",".",".",".",".",".",".","V"
"55","15","14","38","0,2,3,5,6,7,8,12,13,14,32,34,36,38,","                            android.widget.LinearLayout{c20d3be VFE...C.. ........ 840,0-1030,226 #7f0a0077 app:id/appFiveLinearLayout}","1245","937","42940","1150","824","1340","1050","226","190","0","0.84070796","203477950","2131361911","36","android.widget.LinearLayout","app:id/appFiveLinearLayout","c20d3be","7f0a0077 ","840","1030","0","226","C",".",".","E","F",".",".",".",".",".",".",".",".",".",".",".","V"
"56","15","15","55","0,2,3,5,6,7,8,12,13,14,32,34,36,38,55,","                              android.widget.FrameLayout{d723c1f V.E...... ........ 35,39-155,159 #7f0a007f app:id/app_image_five}","1245","923","14400","1185","863","1305","983","120","120","1","1","225590303","2131361919","38","android.widget.FrameLayout","app:id/app_image_five","d723c1f","7f0a007f ","35","155","39","159",".",".",".","E",".",".",".",".",".",".",".",".",".",".",".",".","V"
"57","15","16","56","0,2,3,5,6,7,8,12,13,14,32,34,36,38,55,56","                                androidx.appcompat.widget.AppCompatImageView{6ef3b6c I.ED..... ......ID 88,4-116,32 #7f0a02f0 app:id/popup_image_five}","1287","881","784","1273","867","1301","895","28","28","1","1","116341612","2131362544","40","androidx.appcompat.widget.AppCompatImageView","app:id/popup_image_five","6ef3b6c","7f0a02f0 ","88","116","4","32",".",".","D","E",".",".",".","D",".",".","I",".",".",".",".",".","I"
"0","16","0","0","","android.widget.LinearLayout{aefb44 V.E...... ........ 0,0-1920,1080}","960","540","2073600","0","0","1920","1080","1080","1920","0","1.7777778","11467588","0","8","android.widget.LinearLayout","","aefb44","","0","1920","0","1080",".",".",".","E",".",".",".",".",".",".",".",".",".",".",".",".","V"
"2","16","1","0","0,","  android.widget.FrameLayout{7d00d62 V.E...... ........ 0,0-1920,1080}","960","540","2073600","0","0","1920","1080","1080","1920","0","1.7777778","131075426","0","10","android.widget.FrameLayout","","7d00d62","","0","1920","0","1080",".",".",".","E",".",".",".",".",".",".",".",".",".",".",".",".","V"
"3","16","2","2","0,2,","    androidx.appcompat.widget.FitWindowsLinearLayout{375bef3 V.E...... ........ 0,0-1920,1080 #7f0a003b app:id/action_bar_root}","960","540","2073600","0","0","1920","1080","1080","1920","0","1.7777778","58048243","2131361851","12","androidx.appcompat.widget.FitWindowsLinearLayout","app:id/action_bar_root","375bef3","7f0a003b ","0","1920","0","1080",".",".",".","E",".",".",".",".",".",".",".",".",".",".",".",".","V"
"5","16","3","3","0,2,3,","      androidx.appcompat.widget.ContentFrameLayout{fcb9629 V.E...... ........ 0,0-1920,1080 #1020002 android:id/content}","960","540","2073600","0","0","1920","1080","1080","1920","0","1.7777778","265000489","16908290","14","androidx.appcompat.widget.ContentFrameLayout","android:id/content","fcb9629","1020002 ","0","1920","0","1080",".",".",".","E",".",".",".",".",".",".",".",".",".",".",".",".","V"
"6","16","4","5","0,2,3,5,","        android.widget.FrameLayout{e259dae V.E...... ........ 0,0-1920,1080}","960","540","2073600","0","0","1920","1080","1080","1920","0","1.7777778","237346222","0","16","android.widget.FrameLayout","","e259dae","","0","1920","0","1080",".",".",".","E",".",".",".",".",".",".",".",".",".",".",".",".","V"
"7","16","5","6","0,2,3,5,6,","          androidx.drawerlayout.widget.DrawerLayout{ea3574f VFE...... ........ 0,48-1920,1080 #7f0a011a app:id/drawer_layout}","960","564","1981440","0","48","1920","1080","1032","1920","0","1.8604652","245585743","2131362074","18","androidx.drawerlayout.widget.DrawerLayout","app:id/drawer_layout","ea3574f","7f0a011a ","0","1920","48","1080",".",".",".","E","F",".",".",".",".",".",".",".",".",".",".",".","V"
"8","16","6","7","0,2,3,5,6,7,","            androidx.constraintlayout.widget.ConstraintLayout{6406edc V.E...... ........ 0,0-1920,1032 #7f0a00db app:id/constraint_layout}","960","564","1981440","0","48","1920","1080","1032","1920","0","1.8604652","104885980","2131362011","20","androidx.constraintlayout.widget.ConstraintLayout","app:id/constraint_layout","6406edc","7f0a00db ","0","1920","0","1032",".",".",".","E",".",".",".",".",".",".",".",".",".",".",".",".","V"
"12","16","7","8","0,2,3,5,6,7,8,","              android.widget.FrameLayout{568196b V.E...... ........ 0,0-1920,1032 #7f0a03df app:id/view_home}","960","564","1981440","0","48","1920","1080","1032","1920","0","1.8604652","90708331","2131362783","22","android.widget.FrameLayout","app:id/view_home","568196b","7f0a03df ","0","1920","0","1032",".",".",".","E",".",".",".",".",".",".",".",".",".",".",".",".","V"
"13","16","8","12","0,2,3,5,6,7,8,12,","                com.bluestacks.launcher.widget.ItemOptionView{8d39cc8 VFED..... .F...... 0,0-1920,1032 #7f0a01b4 app:id/item_option aid=1073741825}","960","564","1981440","0","48","1920","1080","1032","1920","0","1.8604652","148085960","2131362228","24","com.bluestacks.launcher.widget.ItemOptionView","app:id/item_option aid=1073741825","8d39cc8","7f0a01b4 ","0","1920","0","1032",".",".","D","E","F",".",".",".","F",".",".",".",".",".",".",".","V"
"14","16","9","13","0,2,3,5,6,7,8,12,13,","                  androidx.constraintlayout.widget.ConstraintLayout{68ee161 V.E...... ........ 0,0-1920,1032}","960","564","1981440","0","48","1920","1080","1032","1920","0","1.8604652","110027105","0","26","androidx.constraintlayout.widget.ConstraintLayout","","68ee161","","0","1920","0","1032",".",".",".","E",".",".",".",".",".",".",".",".",".",".",".",".","V"
"32","16","10","14","0,2,3,5,6,7,8,12,13,14,","                    android.widget.LinearLayout{14aaa37 V.E...... ........ 235,752-1685,1032 #7f0a0110 app:id/dock}","960","940","406000","235","800","1685","1080","280","1450","0","5.178571","21670455","2131362064","28","android.widget.LinearLayout","app:id/dock","14aaa37","7f0a0110 ","235","1685","752","1032",".",".",".","E",".",".",".",".",".",".",".",".",".",".",".",".","V"
"34","16","11","32","0,2,3,5,6,7,8,12,13,14,32,","                      android.widget.FrameLayout{aaefd0d V.E...... ........ 0,34-1450,280 #7f0a017a app:id/frameLayout}","960","957","356700","235","834","1685","1080","246","1450","0","5.894309","179240205","2131362170","30","android.widget.FrameLayout","app:id/frameLayout","aaefd0d","7f0a017a ","0","1450","34","280",".",".",".","E",".",".",".",".",".",".",".",".",".",".",".",".","V"
"36","16","12","34","0,2,3,5,6,7,8,12,13,14,32,34,","                        android.widget.FrameLayout{615b2d3 V.E...... ........ 0,0-1450,246}","960","957","356700","235","834","1685","1080","246","1450","0","5.894309","102085331","0","32","android.widget.FrameLayout","","615b2d3","","0","1450","0","246",".",".",".","E",".",".",".",".",".",".",".",".",".",".",".",".","V"
"38","16","13","36","0,2,3,5,6,7,8,12,13,14,32,34,36,","                          android.widget.LinearLayout{fdb5d09 V.E...... ........ 75,-10-1375,216 #7f0a0070 app:id/allappsLinearLayout}","277","937","-14690","310","824","245","1050","226","-65","0","-0.28761062","266034441","2131361904","34","android.widget.LinearLayout","app:id/allappsLinearLayout","fdb5d09","7f0a0070 ","75","10","-10","216",".",".",".","E",".",".",".",".",".",".",".",".",".",".",".",".","V"
"55","16","14","38","0,2,3,5,6,7,8,12,13,14,32,34,36,38,","                            android.widget.LinearLayout{c20d3be VFE...C.. ........ 840,0-1030,226 #7f0a0077 app:id/appFiveLinearLayout}","1245","937","42940","1150","824","1340","1050","226","190","0","0.84070796","203477950","2131361911","36","android.widget.LinearLayout","app:id/appFiveLinearLayout","c20d3be","7f0a0077 ","840","1030","0","226","C",".",".","E","F",".",".",".",".",".",".",".",".",".",".",".","V"
"56","16","15","55","0,2,3,5,6,7,8,12,13,14,32,34,36,38,55","                              android.widget.FrameLayout{d723c1f V.E...... ........ 35,39-155,159 #7f0a007f app:id/app_image_five}","1245","923","14400","1185","863","1305","983","120","120","1","1","225590303","2131361919","38","android.widget.FrameLayout","app:id/app_image_five","d723c1f","7f0a007f ","35","155","39","159",".",".",".","E",".",".",".",".",".",".",".",".",".",".",".",".","V"
"0","17","0","0","","android.widget.LinearLayout{aefb44 V.E...... ........ 0,0-1920,1080}","960","540","2073600","0","0","1920","1080","1080","1920","0","1.7777778","11467588","0","8","android.widget.LinearLayout","","aefb44","","0","1920","0","1080",".",".",".","E",".",".",".",".",".",".",".",".",".",".",".",".","V"
"2","17","1","0","0,","  android.widget.FrameLayout{7d00d62 V.E...... ........ 0,0-1920,1080}","960","540","2073600","0","0","1920","1080","1080","1920","0","1.7777778","131075426","0","10","android.widget.FrameLayout","","7d00d62","","0","1920","0","1080",".",".",".","E",".",".",".",".",".",".",".",".",".",".",".",".","V"
"3","17","2","2","0,2,","    androidx.appcompat.widget.FitWindowsLinearLayout{375bef3 V.E...... ........ 0,0-1920,1080 #7f0a003b app:id/action_bar_root}","960","540","2073600","0","0","1920","1080","1080","1920","0","1.7777778","58048243","2131361851","12","androidx.appcompat.widget.FitWindowsLinearLayout","app:id/action_bar_root","375bef3","7f0a003b ","0","1920","0","1080",".",".",".","E",".",".",".",".",".",".",".",".",".",".",".",".","V"
"5","17","3","3","0,2,3,","      androidx.appcompat.widget.ContentFrameLayout{fcb9629 V.E...... ........ 0,0-1920,1080 #1020002 android:id/content}","960","540","2073600","0","0","1920","1080","1080","1920","0","1.7777778","265000489","16908290","14","androidx.appcompat.widget.ContentFrameLayout","android:id/content","fcb9629","1020002 ","0","1920","0","1080",".",".",".","E",".",".",".",".",".",".",".",".",".",".",".",".","V"
"6","17","4","5","0,2,3,5,","        android.widget.FrameLayout{e259dae V.E...... ........ 0,0-1920,1080}","960","540","2073600","0","0","1920","1080","1080","1920","0","1.7777778","237346222","0","16","android.widget.FrameLayout","","e259dae","","0","1920","0","1080",".",".",".","E",".",".",".",".",".",".",".",".",".",".",".",".","V"
"7","17","5","6","0,2,3,5,6,","          androidx.drawerlayout.widget.DrawerLayout{ea3574f VFE...... ........ 0,48-1920,1080 #7f0a011a app:id/drawer_layout}","960","564","1981440","0","48","1920","1080","1032","1920","0","1.8604652","245585743","2131362074","18","androidx.drawerlayout.widget.DrawerLayout","app:id/drawer_layout","ea3574f","7f0a011a ","0","1920","48","1080",".",".",".","E","F",".",".",".",".",".",".",".",".",".",".",".","V"
"8","17","6","7","0,2,3,5,6,7,","            androidx.constraintlayout.widget.ConstraintLayout{6406edc V.E...... ........ 0,0-1920,1032 #7f0a00db app:id/constraint_layout}","960","564","1981440","0","48","1920","1080","1032","1920","0","1.8604652","104885980","2131362011","20","androidx.constraintlayout.widget.ConstraintLayout","app:id/constraint_layout","6406edc","7f0a00db ","0","1920","0","1032",".",".",".","E",".",".",".",".",".",".",".",".",".",".",".",".","V"
"12","17","7","8","0,2,3,5,6,7,8,","              android.widget.FrameLayout{568196b V.E...... ........ 0,0-1920,1032 #7f0a03df app:id/view_home}","960","564","1981440","0","48","1920","1080","1032","1920","0","1.8604652","90708331","2131362783","22","android.widget.FrameLayout","app:id/view_home","568196b","7f0a03df ","0","1920","0","1032",".",".",".","E",".",".",".",".",".",".",".",".",".",".",".",".","V"
"13","17","8","12","0,2,3,5,6,7,8,12,","                com.bluestacks.launcher.widget.ItemOptionView{8d39cc8 VFED..... .F...... 0,0-1920,1032 #7f0a01b4 app:id/item_option aid=1073741825}","960","564","1981440","0","48","1920","1080","1032","1920","0","1.8604652","148085960","2131362228","24","com.bluestacks.launcher.widget.ItemOptionView","app:id/item_option aid=1073741825","8d39cc8","7f0a01b4 ","0","1920","0","1032",".",".","D","E","F",".",".",".","F",".",".",".",".",".",".",".","V"
"14","17","9","13","0,2,3,5,6,7,8,12,13,","                  androidx.constraintlayout.widget.ConstraintLayout{68ee161 V.E...... ........ 0,0-1920,1032}","960","564","1981440","0","48","1920","1080","1032","1920","0","1.8604652","110027105","0","26","androidx.constraintlayout.widget.ConstraintLayout","","68ee161","","0","1920","0","1032",".",".",".","E",".",".",".",".",".",".",".",".",".",".",".",".","V"
"32","17","10","14","0,2,3,5,6,7,8,12,13,14,","                    android.widget.LinearLayout{14aaa37 V.E...... ........ 235,752-1685,1032 #7f0a0110 app:id/dock}","960","940","406000","235","800","1685","1080","280","1450","0","5.178571","21670455","2131362064","28","android.widget.LinearLayout","app:id/dock","14aaa37","7f0a0110 ","235","1685","752","1032",".",".",".","E",".",".",".",".",".",".",".",".",".",".",".",".","V"
"34","17","11","32","0,2,3,5,6,7,8,12,13,14,32,","                      android.widget.FrameLayout{aaefd0d V.E...... ........ 0,34-1450,280 #7f0a017a app:id/frameLayout}","960","957","356700","235","834","1685","1080","246","1450","0","5.894309","179240205","2131362170","30","android.widget.FrameLayout","app:id/frameLayout","aaefd0d","7f0a017a ","0","1450","34","280",".",".",".","E",".",".",".",".",".",".",".",".",".",".",".",".","V"
"36","17","12","34","0,2,3,5,6,7,8,12,13,14,32,34,","                        android.widget.FrameLayout{615b2d3 V.E...... ........ 0,0-1450,246}","960","957","356700","235","834","1685","1080","246","1450","0","5.894309","102085331","0","32","android.widget.FrameLayout","","615b2d3","","0","1450","0","246",".",".",".","E",".",".",".",".",".",".",".",".",".",".",".",".","V"
"38","17","13","36","0,2,3,5,6,7,8,12,13,14,32,34,36,","                          android.widget.LinearLayout{fdb5d09 V.E...... ........ 75,-10-1375,216 #7f0a0070 app:id/allappsLinearLayout}","277","937","-14690","310","824","245","1050","226","-65","0","-0.28761062","266034441","2131361904","34","android.widget.LinearLayout","app:id/allappsLinearLayout","fdb5d09","7f0a0070 ","75","10","-10","216",".",".",".","E",".",".",".",".",".",".",".",".",".",".",".",".","V"
"55","17","14","38","0,2,3,5,6,7,8,12,13,14,32,34,36,38","                            android.widget.LinearLayout{c20d3be VFE...C.. ........ 840,0-1030,226 #7f0a0077 app:id/appFiveLinearLayout}","1245","937","42940","1150","824","1340","1050","226","190","0","0.84070796","203477950","2131361911","36","android.widget.LinearLayout","app:id/appFiveLinearLayout","c20d3be","7f0a0077 ","840","1030","0","226","C",".",".","E","F",".",".",".",".",".",".",".",".",".",".",".","V"
"0","18","0","0","","android.widget.LinearLayout{aefb44 V.E...... ........ 0,0-1920,1080}","960","540","2073600","0","0","1920","1080","1080","1920","0","1.7777778","11467588","0","8","android.widget.LinearLayout","","aefb44","","0","1920","0","1080",".",".",".","E",".",".",".",".",".",".",".",".",".",".",".",".","V"
"2","18","1","0","0,","  android.widget.FrameLayout{7d00d62 V.E...... ........ 0,0-1920,1080}","960","540","2073600","0","0","1920","1080","1080","1920","0","1.7777778","131075426","0","10","android.widget.FrameLayout","","7d00d62","","0","1920","0","1080",".",".",".","E",".",".",".",".",".",".",".",".",".",".",".",".","V"
"3","18","2","2","0,2,","    androidx.appcompat.widget.FitWindowsLinearLayout{375bef3 V.E...... ........ 0,0-1920,1080 #7f0a003b app:id/action_bar_root}","960","540","2073600","0","0","1920","1080","1080","1920","0","1.7777778","58048243","2131361851","12","androidx.appcompat.widget.FitWindowsLinearLayout","app:id/action_bar_root","375bef3","7f0a003b ","0","1920","0","1080",".",".",".","E",".",".",".",".",".",".",".",".",".",".",".",".","V"
"5","18","3","3","0,2,3,","      androidx.appcompat.widget.ContentFrameLayout{fcb9629 V.E...... ........ 0,0-1920,1080 #1020002 android:id/content}","960","540","2073600","0","0","1920","1080","1080","1920","0","1.7777778","265000489","16908290","14","androidx.appcompat.widget.ContentFrameLayout","android:id/content","fcb9629","1020002 ","0","1920","0","1080",".",".",".","E",".",".",".",".",".",".",".",".",".",".",".",".","V"
"6","18","4","5","0,2,3,5,","        android.widget.FrameLayout{e259dae V.E...... ........ 0,0-1920,1080}","960","540","2073600","0","0","1920","1080","1080","1920","0","1.7777778","237346222","0","16","android.widget.FrameLayout","","e259dae","","0","1920","0","1080",".",".",".","E",".",".",".",".",".",".",".",".",".",".",".",".","V"
"7","18","5","6","0,2,3,5,6,","          androidx.drawerlayout.widget.DrawerLayout{ea3574f VFE...... ........ 0,48-1920,1080 #7f0a011a app:id/drawer_layout}","960","564","1981440","0","48","1920","1080","1032","1920","0","1.8604652","245585743","2131362074","18","androidx.drawerlayout.widget.DrawerLayout","app:id/drawer_layout","ea3574f","7f0a011a ","0","1920","48","1080",".",".",".","E","F",".",".",".",".",".",".",".",".",".",".",".","V"
"8","18","6","7","0,2,3,5,6,7,","            androidx.constraintlayout.widget.ConstraintLayout{6406edc V.E...... ........ 0,0-1920,1032 #7f0a00db app:id/constraint_layout}","960","564","1981440","0","48","1920","1080","1032","1920","0","1.8604652","104885980","2131362011","20","androidx.constraintlayout.widget.ConstraintLayout","app:id/constraint_layout","6406edc","7f0a00db ","0","1920","0","1032",".",".",".","E",".",".",".",".",".",".",".",".",".",".",".",".","V"
"12","18","7","8","0,2,3,5,6,7,8,","              android.widget.FrameLayout{568196b V.E...... ........ 0,0-1920,1032 #7f0a03df app:id/view_home}","960","564","1981440","0","48","1920","1080","1032","1920","0","1.8604652","90708331","2131362783","22","android.widget.FrameLayout","app:id/view_home","568196b","7f0a03df ","0","1920","0","1032",".",".",".","E",".",".",".",".",".",".",".",".",".",".",".",".","V"
"13","18","8","12","0,2,3,5,6,7,8,12,","                com.bluestacks.launcher.widget.ItemOptionView{8d39cc8 VFED..... .F...... 0,0-1920,1032 #7f0a01b4 app:id/item_option aid=1073741825}","960","564","1981440","0","48","1920","1080","1032","1920","0","1.8604652","148085960","2131362228","24","com.bluestacks.launcher.widget.ItemOptionView","app:id/item_option aid=1073741825","8d39cc8","7f0a01b4 ","0","1920","0","1032",".",".","D","E","F",".",".",".","F",".",".",".",".",".",".",".","V"
"14","18","9","13","0,2,3,5,6,7,8,12,13,","                  androidx.constraintlayout.widget.ConstraintLayout{68ee161 V.E...... ........ 0,0-1920,1032}","960","564","1981440","0","48","1920","1080","1032","1920","0","1.8604652","110027105","0","26","androidx.constraintlayout.widget.ConstraintLayout","","68ee161","","0","1920","0","1032",".",".",".","E",".",".",".",".",".",".",".",".",".",".",".",".","V"
"32","18","10","14","0,2,3,5,6,7,8,12,13,14,","                    android.widget.LinearLayout{14aaa37 V.E...... ........ 235,752-1685,1032 #7f0a0110 app:id/dock}","960","940","406000","235","800","1685","1080","280","1450","0","5.178571","21670455","2131362064","28","android.widget.LinearLayout","app:id/dock","14aaa37","7f0a0110 ","235","1685","752","1032",".",".",".","E",".",".",".",".",".",".",".",".",".",".",".",".","V"
"34","18","11","32","0,2,3,5,6,7,8,12,13,14,32,","                      android.widget.FrameLayout{aaefd0d V.E...... ........ 0,34-1450,280 #7f0a017a app:id/frameLayout}","960","957","356700","235","834","1685","1080","246","1450","0","5.894309","179240205","2131362170","30","android.widget.FrameLayout","app:id/frameLayout","aaefd0d","7f0a017a ","0","1450","34","280",".",".",".","E",".",".",".",".",".",".",".",".",".",".",".",".","V"
"36","18","12","34","0,2,3,5,6,7,8,12,13,14,32,34,","                        android.widget.FrameLayout{615b2d3 V.E...... ........ 0,0-1450,246}","960","957","356700","235","834","1685","1080","246","1450","0","5.894309","102085331","0","32","android.widget.FrameLayout","","615b2d3","","0","1450","0","246",".",".",".","E",".",".",".",".",".",".",".",".",".",".",".",".","V"
"38","18","13","36","0,2,3,5,6,7,8,12,13,14,32,34,36,","                          android.widget.LinearLayout{fdb5d09 V.E...... ........ 75,-10-1375,216 #7f0a0070 app:id/allappsLinearLayout}","277","937","-14690","310","824","245","1050","226","-65","0","-0.28761062","266034441","2131361904","34","android.widget.LinearLayout","app:id/allappsLinearLayout","fdb5d09","7f0a0070 ","75","10","-10","216",".",".",".","E",".",".",".",".",".",".",".",".",".",".",".",".","V"
"51","18","14","38","0,2,3,5,6,7,8,12,13,14,32,34,36,38,","                            android.widget.LinearLayout{e490272 VFE...C.. ........ 650,0-840,226 #7f0a0078 app:id/appFourLinearLayout}","1055","937","42940","960","824","1150","1050","226","190","0","0.84070796","239665778","2131361912","36","android.widget.LinearLayout","app:id/appFourLinearLayout","e490272","7f0a0078 ","650","840","0","226","C",".",".","E","F",".",".",".",".",".",".",".",".",".",".",".","V"
"54","18","15","51","0,2,3,5,6,7,8,12,13,14,32,34,36,38,51","                              androidx.appcompat.widget.AppCompatTextView{189a79 V.ED..... ........ 0,169-190,226 #7f0a0088 app:id/app_name_four}","1055","1021","10830","960","993","1150","1050","57","190","0","3.3333333","1612409","2131361928","38","androidx.appcompat.widget.AppCompatTextView","app:id/app_name_four","189a79","7f0a0088 ","0","190","169","226",".",".","D","E",".",".",".",".",".",".",".",".",".",".",".",".","V"
"0","19","0","0","","android.widget.LinearLayout{aefb44 V.E...... ........ 0,0-1920,1080}","960","540","2073600","0","0","1920","1080","1080","1920","0","1.7777778","11467588","0","8","android.widget.LinearLayout","","aefb44","","0","1920","0","1080",".",".",".","E",".",".",".",".",".",".",".",".",".",".",".",".","V"
"2","19","1","0","0,","  android.widget.FrameLayout{7d00d62 V.E...... ........ 0,0-1920,1080}","960","540","2073600","0","0","1920","1080","1080","1920","0","1.7777778","131075426","0","10","android.widget.FrameLayout","","7d00d62","","0","1920","0","1080",".",".",".","E",".",".",".",".",".",".",".",".",".",".",".",".","V"
"3","19","2","2","0,2,","    androidx.appcompat.widget.FitWindowsLinearLayout{375bef3 V.E...... ........ 0,0-1920,1080 #7f0a003b app:id/action_bar_root}","960","540","2073600","0","0","1920","1080","1080","1920","0","1.7777778","58048243","2131361851","12","androidx.appcompat.widget.FitWindowsLinearLayout","app:id/action_bar_root","375bef3","7f0a003b ","0","1920","0","1080",".",".",".","E",".",".",".",".",".",".",".",".",".",".",".",".","V"
"5","19","3","3","0,2,3,","      androidx.appcompat.widget.ContentFrameLayout{fcb9629 V.E...... ........ 0,0-1920,1080 #1020002 android:id/content}","960","540","2073600","0","0","1920","1080","1080","1920","0","1.7777778","265000489","16908290","14","androidx.appcompat.widget.ContentFrameLayout","android:id/content","fcb9629","1020002 ","0","1920","0","1080",".",".",".","E",".",".",".",".",".",".",".",".",".",".",".",".","V"
"6","19","4","5","0,2,3,5,","        android.widget.FrameLayout{e259dae V.E...... ........ 0,0-1920,1080}","960","540","2073600","0","0","1920","1080","1080","1920","0","1.7777778","237346222","0","16","android.widget.FrameLayout","","e259dae","","0","1920","0","1080",".",".",".","E",".",".",".",".",".",".",".",".",".",".",".",".","V"
"7","19","5","6","0,2,3,5,6,","          androidx.drawerlayout.widget.DrawerLayout{ea3574f VFE...... ........ 0,48-1920,1080 #7f0a011a app:id/drawer_layout}","960","564","1981440","0","48","1920","1080","1032","1920","0","1.8604652","245585743","2131362074","18","androidx.drawerlayout.widget.DrawerLayout","app:id/drawer_layout","ea3574f","7f0a011a ","0","1920","48","1080",".",".",".","E","F",".",".",".",".",".",".",".",".",".",".",".","V"
"8","19","6","7","0,2,3,5,6,7,","            androidx.constraintlayout.widget.ConstraintLayout{6406edc V.E...... ........ 0,0-1920,1032 #7f0a00db app:id/constraint_layout}","960","564","1981440","0","48","1920","1080","1032","1920","0","1.8604652","104885980","2131362011","20","androidx.constraintlayout.widget.ConstraintLayout","app:id/constraint_layout","6406edc","7f0a00db ","0","1920","0","1032",".",".",".","E",".",".",".",".",".",".",".",".",".",".",".",".","V"
