"MY_ID","MY_GROUP_ID","MY_ELEMENT_ID","MY_DIRECT_PARENT_ID","MY_PARENT_IDS","ORIGINAL_STRING","CENTER_X","CENTER_Y","AREA","START_X","START_Y","END_X","END_Y","HEIGHT","WIDTH","IS_SQARE","REL_WIDTH_HEIGHT","HASHCODE_INT","MID_INT","SPACES","CLASSNAME","ELEMENT_ID","HASHCODE","MID","START_X_RELATIVE","END_X_RELATIVE","START_Y_RELATIVE","END_Y_RELATIVE","CLICKABLE","CONTEXT_CLICKABLE","DRAWN","ENABLED","FOCUSABLE","LONG_CLICKABLE","PFLAG_ACTIVATED","PFLAG_DIRTY_MASK","PFLAG_FOCUSED","PFLAG_HOVERED","PFLAG_INVALIDATED","PFLAG_IS_ROOT_NAMESPACE","PFLAG_PREPRESSED","PFLAG_SELECTED","SCROLLBARS_HORIZONTAL","SCROLLBARS_VERTICAL","VISIBILITY"
"0","0","0","0","","android.widget.LinearLayout{aefb44 V.E...... ........ 0,0-1920,1080}","960","540","2073600","0","0","1920","1080","1080","1920","0","1.7777778","11467588","0","8","android.widget.LinearLayout","","aefb44","","0","1920","0","1080",".",".",".","E",".",".",".",".",".",".",".",".",".",".",".",".","V"
"2","0","1","0","0,","  android.widget.FrameLayout{7d00d62 V.E...... ........ 0,0-1920,1080}","960","540","2073600","0","0","1920","1080","1080","1920","0","1.7777778","131075426","0","10","android.widget.FrameLayout","","7d00d62","","0","1920","0","1080",".",".",".","E",".",".",".",".",".",".",".",".",".",".",".",".","V"
"3","0","2","2","0,2,","    androidx.appcompat.widget.FitWindowsLinearLayout{375bef3 V.E...... ........ 0,0-1920,1080 #7f0a003b app:id/action_bar_root}","960","540","2073600","0","0","1920","1080","1080","1920","0","1.7777778","58048243","2131361851","12","androidx.appcompat.widget.FitWindowsLinearLayout","app:id/action_bar_root","375bef3","7f0a003b ","0","1920","0","1080",".",".",".","E",".",".",".",".",".",".",".",".",".",".",".",".","V"
"5","0","3","3","0,2,3,","      androidx.appcompat.widget.ContentFrameLayout{fcb9629 V.E...... ........ 0,0-1920,1080 #1020002 android:id/content}","960","540","2073600","0","0","1920","1080","1080","1920","0","1.7777778","265000489","16908290","14","androidx.appcompat.widget.ContentFrameLayout","android:id/content","fcb9629","1020002 ","0","1920","0","1080",".",".",".","E",".",".",".",".",".",".",".",".",".",".",".",".","V"
"6","0","4","5","0,2,3,5,","        android.widget.FrameLayout{e259dae V.E...... ........ 0,0-1920,1080}","960","540","2073600","0","0","1920","1080","1080","1920","0","1.7777778","237346222","0","16","android.widget.FrameLayout","","e259dae","","0","1920","0","1080",".",".",".","E",".",".",".",".",".",".",".",".",".",".",".",".","V"
"7","0","5","6","0,2,3,5,6,","          androidx.drawerlayout.widget.DrawerLayout{ea3574f VFE...... ........ 0,48-1920,1080 #7f0a011a app:id/drawer_layout}","960","564","1981440","0","48","1920","1080","1032","1920","0","1.8604652","245585743","2131362074","18","androidx.drawerlayout.widget.DrawerLayout","app:id/drawer_layout","ea3574f","7f0a011a ","0","1920","48","1080",".",".",".","E","F",".",".",".",".",".",".",".",".",".",".",".","V"
"8","0","6","7","0,2,3,5,6,7,","            androidx.constraintlayout.widget.ConstraintLayout{6406edc V.E...... ........ 0,0-1920,1032 #7f0a00db app:id/constraint_layout}","960","564","1981440","0","48","1920","1080","1032","1920","0","1.8604652","104885980","2131362011","20","androidx.constraintlayout.widget.ConstraintLayout","app:id/constraint_layout","6406edc","7f0a00db ","0","1920","0","1032",".",".",".","E",".",".",".",".",".",".",".",".",".",".",".",".","V"
"71","0","7","8","0,2,3,5,6,7,8,","              android.widget.FrameLayout{907a86e G.E...... ......ID 0,0-0,0 #7f0a0193 app:id/home_progress_bar}","0","48","0","0","48","0","48","0","0","1","0","151496814","2131362195","22","android.widget.FrameLayout","app:id/home_progress_bar","907a86e","7f0a0193 ","0","0","0","0",".",".",".","E",".",".",".","D",".",".","I",".",".",".",".",".","G"
"72","0","8","71","0,2,3,5,6,7,8,71","                android.widget.ProgressBar{a86b0f V.ED..... ......ID 0,0-0,0}","0","48","0","0","48","0","48","0","0","1","0","11037455","0","24","android.widget.ProgressBar","","a86b0f","","0","0","0","0",".",".","D","E",".",".",".","D",".",".","I",".",".",".",".",".","V"
"0","1","0","0","","android.widget.LinearLayout{aefb44 V.E...... ........ 0,0-1920,1080}","960","540","2073600","0","0","1920","1080","1080","1920","0","1.7777778","11467588","0","8","android.widget.LinearLayout","","aefb44","","0","1920","0","1080",".",".",".","E",".",".",".",".",".",".",".",".",".",".",".",".","V"
"2","1","1","0","0,","  android.widget.FrameLayout{7d00d62 V.E...... ........ 0,0-1920,1080}","960","540","2073600","0","0","1920","1080","1080","1920","0","1.7777778","131075426","0","10","android.widget.FrameLayout","","7d00d62","","0","1920","0","1080",".",".",".","E",".",".",".",".",".",".",".",".",".",".",".",".","V"
"3","1","2","2","0,2,","    androidx.appcompat.widget.FitWindowsLinearLayout{375bef3 V.E...... ........ 0,0-1920,1080 #7f0a003b app:id/action_bar_root}","960","540","2073600","0","0","1920","1080","1080","1920","0","1.7777778","58048243","2131361851","12","androidx.appcompat.widget.FitWindowsLinearLayout","app:id/action_bar_root","375bef3","7f0a003b ","0","1920","0","1080",".",".",".","E",".",".",".",".",".",".",".",".",".",".",".",".","V"
"5","1","3","3","0,2,3,","      androidx.appcompat.widget.ContentFrameLayout{fcb9629 V.E...... ........ 0,0-1920,1080 #1020002 android:id/content}","960","540","2073600","0","0","1920","1080","1080","1920","0","1.7777778","265000489","16908290","14","androidx.appcompat.widget.ContentFrameLayout","android:id/content","fcb9629","1020002 ","0","1920","0","1080",".",".",".","E",".",".",".",".",".",".",".",".",".",".",".",".","V"
"6","1","4","5","0,2,3,5,","        android.widget.FrameLayout{e259dae V.E...... ........ 0,0-1920,1080}","960","540","2073600","0","0","1920","1080","1080","1920","0","1.7777778","237346222","0","16","android.widget.FrameLayout","","e259dae","","0","1920","0","1080",".",".",".","E",".",".",".",".",".",".",".",".",".",".",".",".","V"
"7","1","5","6","0,2,3,5,6,","          androidx.drawerlayout.widget.DrawerLayout{ea3574f VFE...... ........ 0,48-1920,1080 #7f0a011a app:id/drawer_layout}","960","564","1981440","0","48","1920","1080","1032","1920","0","1.8604652","245585743","2131362074","18","androidx.drawerlayout.widget.DrawerLayout","app:id/drawer_layout","ea3574f","7f0a011a ","0","1920","48","1080",".",".",".","E","F",".",".",".",".",".",".",".",".",".",".",".","V"
"8","1","6","7","0,2,3,5,6,7,","            androidx.constraintlayout.widget.ConstraintLayout{6406edc V.E...... ........ 0,0-1920,1032 #7f0a00db app:id/constraint_layout}","960","564","1981440","0","48","1920","1080","1032","1920","0","1.8604652","104885980","2131362011","20","androidx.constraintlayout.widget.ConstraintLayout","app:id/constraint_layout","6406edc","7f0a00db ","0","1920","0","1032",".",".",".","E",".",".",".",".",".",".",".",".",".",".",".",".","V"
"71","1","7","8","0,2,3,5,6,7,8","              android.widget.FrameLayout{907a86e G.E...... ......ID 0,0-0,0 #7f0a0193 app:id/home_progress_bar}","0","48","0","0","48","0","48","0","0","1","0","151496814","2131362195","22","android.widget.FrameLayout","app:id/home_progress_bar","907a86e","7f0a0193 ","0","0","0","0",".",".",".","E",".",".",".","D",".",".","I",".",".",".",".",".","G"
"0","2","0","0","","android.widget.LinearLayout{aefb44 V.E...... ........ 0,0-1920,1080}","960","540","2073600","0","0","1920","1080","1080","1920","0","1.7777778","11467588","0","8","android.widget.LinearLayout","","aefb44","","0","1920","0","1080",".",".",".","E",".",".",".",".",".",".",".",".",".",".",".",".","V"
"2","2","1","0","0,","  android.widget.FrameLayout{7d00d62 V.E...... ........ 0,0-1920,1080}","960","540","2073600","0","0","1920","1080","1080","1920","0","1.7777778","131075426","0","10","android.widget.FrameLayout","","7d00d62","","0","1920","0","1080",".",".",".","E",".",".",".",".",".",".",".",".",".",".",".",".","V"
"3","2","2","2","0,2,","    androidx.appcompat.widget.FitWindowsLinearLayout{375bef3 V.E...... ........ 0,0-1920,1080 #7f0a003b app:id/action_bar_root}","960","540","2073600","0","0","1920","1080","1080","1920","0","1.7777778","58048243","2131361851","12","androidx.appcompat.widget.FitWindowsLinearLayout","app:id/action_bar_root","375bef3","7f0a003b ","0","1920","0","1080",".",".",".","E",".",".",".",".",".",".",".",".",".",".",".",".","V"
"5","2","3","3","0,2,3,","      androidx.appcompat.widget.ContentFrameLayout{fcb9629 V.E...... ........ 0,0-1920,1080 #1020002 android:id/content}","960","540","2073600","0","0","1920","1080","1080","1920","0","1.7777778","265000489","16908290","14","androidx.appcompat.widget.ContentFrameLayout","android:id/content","fcb9629","1020002 ","0","1920","0","1080",".",".",".","E",".",".",".",".",".",".",".",".",".",".",".",".","V"
"6","2","4","5","0,2,3,5,","        android.widget.FrameLayout{e259dae V.E...... ........ 0,0-1920,1080}","960","540","2073600","0","0","1920","1080","1080","1920","0","1.7777778","237346222","0","16","android.widget.FrameLayout","","e259dae","","0","1920","0","1080",".",".",".","E",".",".",".",".",".",".",".",".",".",".",".",".","V"
"7","2","5","6","0,2,3,5,6,","          androidx.drawerlayout.widget.DrawerLayout{ea3574f VFE...... ........ 0,48-1920,1080 #7f0a011a app:id/drawer_layout}","960","564","1981440","0","48","1920","1080","1032","1920","0","1.8604652","245585743","2131362074","18","androidx.drawerlayout.widget.DrawerLayout","app:id/drawer_layout","ea3574f","7f0a011a ","0","1920","48","1080",".",".",".","E","F",".",".",".",".",".",".",".",".",".",".",".","V"
"8","2","6","7","0,2,3,5,6,7,","            androidx.constraintlayout.widget.ConstraintLayout{6406edc V.E...... ........ 0,0-1920,1032 #7f0a00db app:id/constraint_layout}","960","564","1981440","0","48","1920","1080","1032","1920","0","1.8604652","104885980","2131362011","20","androidx.constraintlayout.widget.ConstraintLayout","app:id/constraint_layout","6406edc","7f0a00db ","0","1920","0","1032",".",".",".","E",".",".",".",".",".",".",".",".",".",".",".",".","V"
"12","2","7","8","0,2,3,5,6,7,8,","              android.widget.FrameLayout{568196b V.E...... ........ 0,0-1920,1032 #7f0a03df app:id/view_home}","960","564","1981440","0","48","1920","1080","1032","1920","0","1.8604652","90708331","2131362783","22","android.widget.FrameLayout","app:id/view_home","568196b","7f0a03df ","0","1920","0","1032",".",".",".","E",".",".",".",".",".",".",".",".",".",".",".",".","V"
"13","2","8","12","0,2,3,5,6,7,8,12,","                com.bluestacks.launcher.widget.ItemOptionView{8d39cc8 VFED..... .F...... 0,0-1920,1032 #7f0a01b4 app:id/item_option aid=1073741825}","960","564","1981440","0","48","1920","1080","1032","1920","0","1.8604652","148085960","2131362228","24","com.bluestacks.launcher.widget.ItemOptionView","app:id/item_option aid=1073741825","8d39cc8","7f0a01b4 ","0","1920","0","1032",".",".","D","E","F",".",".",".","F",".",".",".",".",".",".",".","V"
"70","2","9","13","0,2,3,5,6,7,8,12,13","                  com.bluestacks.launcher.widget.ItemOptionView$c{f9813e9 V.ED..... ........ 0,0-1920,1032}","960","564","1981440","0","48","1920","1080","1032","1920","0","1.8604652","261624809","0","26","com.bluestacks.launcher.widget.ItemOptionView$c","","f9813e9","","0","1920","0","1032",".",".","D","E",".",".",".",".",".",".",".",".",".",".",".",".","V"
"0","3","0","0","","android.widget.LinearLayout{aefb44 V.E...... ........ 0,0-1920,1080}","960","540","2073600","0","0","1920","1080","1080","1920","0","1.7777778","11467588","0","8","android.widget.LinearLayout","","aefb44","","0","1920","0","1080",".",".",".","E",".",".",".",".",".",".",".",".",".",".",".",".","V"
"2","3","1","0","0,","  android.widget.FrameLayout{7d00d62 V.E...... ........ 0,0-1920,1080}","960","540","2073600","0","0","1920","1080","1080","1920","0","1.7777778","131075426","0","10","android.widget.FrameLayout","","7d00d62","","0","1920","0","1080",".",".",".","E",".",".",".",".",".",".",".",".",".",".",".",".","V"
"3","3","2","2","0,2,","    androidx.appcompat.widget.FitWindowsLinearLayout{375bef3 V.E...... ........ 0,0-1920,1080 #7f0a003b app:id/action_bar_root}","960","540","2073600","0","0","1920","1080","1080","1920","0","1.7777778","58048243","2131361851","12","androidx.appcompat.widget.FitWindowsLinearLayout","app:id/action_bar_root","375bef3","7f0a003b ","0","1920","0","1080",".",".",".","E",".",".",".",".",".",".",".",".",".",".",".",".","V"
"5","3","3","3","0,2,3,","      androidx.appcompat.widget.ContentFrameLayout{fcb9629 V.E...... ........ 0,0-1920,1080 #1020002 android:id/content}","960","540","2073600","0","0","1920","1080","1080","1920","0","1.7777778","265000489","16908290","14","androidx.appcompat.widget.ContentFrameLayout","android:id/content","fcb9629","1020002 ","0","1920","0","1080",".",".",".","E",".",".",".",".",".",".",".",".",".",".",".",".","V"
"6","3","4","5","0,2,3,5,","        android.widget.FrameLayout{e259dae V.E...... ........ 0,0-1920,1080}","960","540","2073600","0","0","1920","1080","1080","1920","0","1.7777778","237346222","0","16","android.widget.FrameLayout","","e259dae","","0","1920","0","1080",".",".",".","E",".",".",".",".",".",".",".",".",".",".",".",".","V"
"7","3","5","6","0,2,3,5,6,","          androidx.drawerlayout.widget.DrawerLayout{ea3574f VFE...... ........ 0,48-1920,1080 #7f0a011a app:id/drawer_layout}","960","564","1981440","0","48","1920","1080","1032","1920","0","1.8604652","245585743","2131362074","18","androidx.drawerlayout.widget.DrawerLayout","app:id/drawer_layout","ea3574f","7f0a011a ","0","1920","48","1080",".",".",".","E","F",".",".",".",".",".",".",".",".",".",".",".","V"
"8","3","6","7","0,2,3,5,6,7,","            androidx.constraintlayout.widget.ConstraintLayout{6406edc V.E...... ........ 0,0-1920,1032 #7f0a00db app:id/constraint_layout}","960","564","1981440","0","48","1920","1080","1032","1920","0","1.8604652","104885980","2131362011","20","androidx.constraintlayout.widget.ConstraintLayout","app:id/constraint_layout","6406edc","7f0a00db ","0","1920","0","1032",".",".",".","E",".",".",".",".",".",".",".",".",".",".",".",".","V"
"12","3","7","8","0,2,3,5,6,7,8,","              android.widget.FrameLayout{568196b V.E...... ........ 0,0-1920,1032 #7f0a03df app:id/view_home}","960","564","1981440","0","48","1920","1080","1032","1920","0","1.8604652","90708331","2131362783","22","android.widget.FrameLayout","app:id/view_home","568196b","7f0a03df ","0","1920","0","1032",".",".",".","E",".",".",".",".",".",".",".",".",".",".",".",".","V"
"13","3","8","12","0,2,3,5,6,7,8,12,","                com.bluestacks.launcher.widget.ItemOptionView{8d39cc8 VFED..... .F...... 0,0-1920,1032 #7f0a01b4 app:id/item_option aid=1073741825}","960","564","1981440","0","48","1920","1080","1032","1920","0","1.8604652","148085960","2131362228","24","com.bluestacks.launcher.widget.ItemOptionView","app:id/item_option aid=1073741825","8d39cc8","7f0a01b4 ","0","1920","0","1032",".",".","D","E","F",".",".",".","F",".",".",".",".",".",".",".","V"
"14","3","9","13","0,2,3,5,6,7,8,12,13,","                  androidx.constraintlayout.widget.ConstraintLayout{68ee161 V.E...... ........ 0,0-1920,1032}","960","564","1981440","0","48","1920","1080","1032","1920","0","1.8604652","110027105","0","26","androidx.constraintlayout.widget.ConstraintLayout","","68ee161","","0","1920","0","1032",".",".",".","E",".",".",".",".",".",".",".",".",".",".",".",".","V"
"69","3","10","14","0,2,3,5,6,7,8,12,13,14","                    android.view.View{f1f6470 V.ED..... ........ 1830,150-1880,658 #7f0a030a app:id/rightDragHandle}","1855","452","25400","1830","198","1880","706","508","50","0","0.098425195","253715568","2131362570","28","android.view.View","app:id/rightDragHandle","f1f6470","7f0a030a ","1830","1880","150","658",".",".","D","E",".",".",".",".",".",".",".",".",".",".",".",".","V"
"0","4","0","0","","android.widget.LinearLayout{aefb44 V.E...... ........ 0,0-1920,1080}","960","540","2073600","0","0","1920","1080","1080","1920","0","1.7777778","11467588","0","8","android.widget.LinearLayout","","aefb44","","0","1920","0","1080",".",".",".","E",".",".",".",".",".",".",".",".",".",".",".",".","V"
"2","4","1","0","0,","  android.widget.FrameLayout{7d00d62 V.E...... ........ 0,0-1920,1080}","960","540","2073600","0","0","1920","1080","1080","1920","0","1.7777778","131075426","0","10","android.widget.FrameLayout","","7d00d62","","0","1920","0","1080",".",".",".","E",".",".",".",".",".",".",".",".",".",".",".",".","V"
"3","4","2","2","0,2,","    androidx.appcompat.widget.FitWindowsLinearLayout{375bef3 V.E...... ........ 0,0-1920,1080 #7f0a003b app:id/action_bar_root}","960","540","2073600","0","0","1920","1080","1080","1920","0","1.7777778","58048243","2131361851","12","androidx.appcompat.widget.FitWindowsLinearLayout","app:id/action_bar_root","375bef3","7f0a003b ","0","1920","0","1080",".",".",".","E",".",".",".",".",".",".",".",".",".",".",".",".","V"
"5","4","3","3","0,2,3,","      androidx.appcompat.widget.ContentFrameLayout{fcb9629 V.E...... ........ 0,0-1920,1080 #1020002 android:id/content}","960","540","2073600","0","0","1920","1080","1080","1920","0","1.7777778","265000489","16908290","14","androidx.appcompat.widget.ContentFrameLayout","android:id/content","fcb9629","1020002 ","0","1920","0","1080",".",".",".","E",".",".",".",".",".",".",".",".",".",".",".",".","V"
"6","4","4","5","0,2,3,5,","        android.widget.FrameLayout{e259dae V.E...... ........ 0,0-1920,1080}","960","540","2073600","0","0","1920","1080","1080","1920","0","1.7777778","237346222","0","16","android.widget.FrameLayout","","e259dae","","0","1920","0","1080",".",".",".","E",".",".",".",".",".",".",".",".",".",".",".",".","V"
"7","4","5","6","0,2,3,5,6,","          androidx.drawerlayout.widget.DrawerLayout{ea3574f VFE...... ........ 0,48-1920,1080 #7f0a011a app:id/drawer_layout}","960","564","1981440","0","48","1920","1080","1032","1920","0","1.8604652","245585743","2131362074","18","androidx.drawerlayout.widget.DrawerLayout","app:id/drawer_layout","ea3574f","7f0a011a ","0","1920","48","1080",".",".",".","E","F",".",".",".",".",".",".",".",".",".",".",".","V"
"8","4","6","7","0,2,3,5,6,7,","            androidx.constraintlayout.widget.ConstraintLayout{6406edc V.E...... ........ 0,0-1920,1032 #7f0a00db app:id/constraint_layout}","960","564","1981440","0","48","1920","1080","1032","1920","0","1.8604652","104885980","2131362011","20","androidx.constraintlayout.widget.ConstraintLayout","app:id/constraint_layout","6406edc","7f0a00db ","0","1920","0","1032",".",".",".","E",".",".",".",".",".",".",".",".",".",".",".",".","V"
"12","4","7","8","0,2,3,5,6,7,8,","              android.widget.FrameLayout{568196b V.E...... ........ 0,0-1920,1032 #7f0a03df app:id/view_home}","960","564","1981440","0","48","1920","1080","1032","1920","0","1.8604652","90708331","2131362783","22","android.widget.FrameLayout","app:id/view_home","568196b","7f0a03df ","0","1920","0","1032",".",".",".","E",".",".",".",".",".",".",".",".",".",".",".",".","V"
"13","4","8","12","0,2,3,5,6,7,8,12,","                com.bluestacks.launcher.widget.ItemOptionView{8d39cc8 VFED..... .F...... 0,0-1920,1032 #7f0a01b4 app:id/item_option aid=1073741825}","960","564","1981440","0","48","1920","1080","1032","1920","0","1.8604652","148085960","2131362228","24","com.bluestacks.launcher.widget.ItemOptionView","app:id/item_option aid=1073741825","8d39cc8","7f0a01b4 ","0","1920","0","1032",".",".","D","E","F",".",".",".","F",".",".",".",".",".",".",".","V"
"14","4","9","13","0,2,3,5,6,7,8,12,13,","                  androidx.constraintlayout.widget.ConstraintLayout{68ee161 V.E...... ........ 0,0-1920,1032}","960","564","1981440","0","48","1920","1080","1032","1920","0","1.8604652","110027105","0","26","androidx.constraintlayout.widget.ConstraintLayout","","68ee161","","0","1920","0","1032",".",".",".","E",".",".",".",".",".",".",".",".",".",".",".",".","V"
"68","4","10","14","0,2,3,5,6,7,8,12,13,14","                    android.view.View{9fd16b3 V.ED..... ........ 40,150-90,658 #7f0a01be app:id/leftDragHandle}","65","452","25400","40","198","90","706","508","50","0","0.098425195","167581363","2131362238","28","android.view.View","app:id/leftDragHandle","9fd16b3","7f0a01be ","40","90","150","658",".",".","D","E",".",".",".",".",".",".",".",".",".",".",".",".","V"
"0","5","0","0","","android.widget.LinearLayout{aefb44 V.E...... ........ 0,0-1920,1080}","960","540","2073600","0","0","1920","1080","1080","1920","0","1.7777778","11467588","0","8","android.widget.LinearLayout","","aefb44","","0","1920","0","1080",".",".",".","E",".",".",".",".",".",".",".",".",".",".",".",".","V"
"2","5","1","0","0,","  android.widget.FrameLayout{7d00d62 V.E...... ........ 0,0-1920,1080}","960","540","2073600","0","0","1920","1080","1080","1920","0","1.7777778","131075426","0","10","android.widget.FrameLayout","","7d00d62","","0","1920","0","1080",".",".",".","E",".",".",".",".",".",".",".",".",".",".",".",".","V"
"3","5","2","2","0,2,","    androidx.appcompat.widget.FitWindowsLinearLayout{375bef3 V.E...... ........ 0,0-1920,1080 #7f0a003b app:id/action_bar_root}","960","540","2073600","0","0","1920","1080","1080","1920","0","1.7777778","58048243","2131361851","12","androidx.appcompat.widget.FitWindowsLinearLayout","app:id/action_bar_root","375bef3","7f0a003b ","0","1920","0","1080",".",".",".","E",".",".",".",".",".",".",".",".",".",".",".",".","V"
"5","5","3","3","0,2,3,","      androidx.appcompat.widget.ContentFrameLayout{fcb9629 V.E...... ........ 0,0-1920,1080 #1020002 android:id/content}","960","540","2073600","0","0","1920","1080","1080","1920","0","1.7777778","265000489","16908290","14","androidx.appcompat.widget.ContentFrameLayout","android:id/content","fcb9629","1020002 ","0","1920","0","1080",".",".",".","E",".",".",".",".",".",".",".",".",".",".",".",".","V"
"6","5","4","5","0,2,3,5,","        android.widget.FrameLayout{e259dae V.E...... ........ 0,0-1920,1080}","960","540","2073600","0","0","1920","1080","1080","1920","0","1.7777778","237346222","0","16","android.widget.FrameLayout","","e259dae","","0","1920","0","1080",".",".",".","E",".",".",".",".",".",".",".",".",".",".",".",".","V"
"7","5","5","6","0,2,3,5,6,","          androidx.drawerlayout.widget.DrawerLayout{ea3574f VFE...... ........ 0,48-1920,1080 #7f0a011a app:id/drawer_layout}","960","564","1981440","0","48","1920","1080","1032","1920","0","1.8604652","245585743","2131362074","18","androidx.drawerlayout.widget.DrawerLayout","app:id/drawer_layout","ea3574f","7f0a011a ","0","1920","48","1080",".",".",".","E","F",".",".",".",".",".",".",".",".",".",".",".","V"
"8","5","6","7","0,2,3,5,6,7,","            androidx.constraintlayout.widget.ConstraintLayout{6406edc V.E...... ........ 0,0-1920,1032 #7f0a00db app:id/constraint_layout}","960","564","1981440","0","48","1920","1080","1032","1920","0","1.8604652","104885980","2131362011","20","androidx.constraintlayout.widget.ConstraintLayout","app:id/constraint_layout","6406edc","7f0a00db ","0","1920","0","1032",".",".",".","E",".",".",".",".",".",".",".",".",".",".",".",".","V"
"12","5","7","8","0,2,3,5,6,7,8,","              android.widget.FrameLayout{568196b V.E...... ........ 0,0-1920,1032 #7f0a03df app:id/view_home}","960","564","1981440","0","48","1920","1080","1032","1920","0","1.8604652","90708331","2131362783","22","android.widget.FrameLayout","app:id/view_home","568196b","7f0a03df ","0","1920","0","1032",".",".",".","E",".",".",".",".",".",".",".",".",".",".",".",".","V"
"13","5","8","12","0,2,3,5,6,7,8,12,","                com.bluestacks.launcher.widget.ItemOptionView{8d39cc8 VFED..... .F...... 0,0-1920,1032 #7f0a01b4 app:id/item_option aid=1073741825}","960","564","1981440","0","48","1920","1080","1032","1920","0","1.8604652","148085960","2131362228","24","com.bluestacks.launcher.widget.ItemOptionView","app:id/item_option aid=1073741825","8d39cc8","7f0a01b4 ","0","1920","0","1032",".",".","D","E","F",".",".",".","F",".",".",".",".",".",".",".","V"
"14","5","9","13","0,2,3,5,6,7,8,12,13,","                  androidx.constraintlayout.widget.ConstraintLayout{68ee161 V.E...... ........ 0,0-1920,1032}","960","564","1981440","0","48","1920","1080","1032","1920","0","1.8604652","110027105","0","26","androidx.constraintlayout.widget.ConstraintLayout","","68ee161","","0","1920","0","1032",".",".",".","E",".",".",".",".",".",".",".",".",".",".",".",".","V"
"63","5","10","14","0,2,3,5,6,7,8,12,13,14,","                    com.bluestacks.launcher.widget.GroupPopupView{2d19c96 IFE...C.. ......ID 0,0-1920,1032 #7f0a0188 app:id/groupPopup}","960","564","1981440","0","48","1920","1080","1032","1920","0","1.8604652","47291542","2131362184","28","com.bluestacks.launcher.widget.GroupPopupView","app:id/groupPopup","2d19c96","7f0a0188 ","0","1920","0","1032","C",".",".","E","F",".",".","D",".",".","I",".",".",".",".",".","I"
"64","5","11","63","0,2,3,5,6,7,8,12,13,14,63,","                      androidx.cardview.widget.CardView{2f99017 I.E...... ......ID 0,0-1920,1032}","960","564","1981440","0","48","1920","1080","1032","1920","0","1.8604652","49909783","0","30","androidx.cardview.widget.CardView","","2f99017","","0","1920","0","1032",".",".",".","E",".",".",".","D",".",".","I",".",".",".",".",".","I"
"65","5","12","64","0,2,3,5,6,7,8,12,13,14,63,64,","                        android.widget.LinearLayout{6f38c04 V.E...... ......ID 8,8-1912,1024}","960","564","1934464","8","56","1912","1072","1016","1904","0","1.8740157","116624388","0","32","android.widget.LinearLayout","","6f38c04","","8","1912","8","1024",".",".",".","E",".",".",".","D",".",".","I",".",".",".",".",".","V"
"67","5","13","65","0,2,3,5,6,7,8,12,13,14,63,64,65","                          com.bluestacks.launcher.widget.CellContainer{282ec22 V.ED..... ......ID 45,68-1859,991 #7f0a0187 app:id/group}","960","585","1674322","53","124","1867","1047","923","1814","0","1.9653305","42134562","2131362183","34","com.bluestacks.launcher.widget.CellContainer","app:id/group","282ec22","7f0a0187 ","45","1859","68","991",".",".","D","E",".",".",".","D",".",".","I",".",".",".",".",".","V"
"0","6","0","0","","android.widget.LinearLayout{aefb44 V.E...... ........ 0,0-1920,1080}","960","540","2073600","0","0","1920","1080","1080","1920","0","1.7777778","11467588","0","8","android.widget.LinearLayout","","aefb44","","0","1920","0","1080",".",".",".","E",".",".",".",".",".",".",".",".",".",".",".",".","V"
"2","6","1","0","0,","  android.widget.FrameLayout{7d00d62 V.E...... ........ 0,0-1920,1080}","960","540","2073600","0","0","1920","1080","1080","1920","0","1.7777778","131075426","0","10","android.widget.FrameLayout","","7d00d62","","0","1920","0","1080",".",".",".","E",".",".",".",".",".",".",".",".",".",".",".",".","V"
"3","6","2","2","0,2,","    androidx.appcompat.widget.FitWindowsLinearLayout{375bef3 V.E...... ........ 0,0-1920,1080 #7f0a003b app:id/action_bar_root}","960","540","2073600","0","0","1920","1080","1080","1920","0","1.7777778","58048243","2131361851","12","androidx.appcompat.widget.FitWindowsLinearLayout","app:id/action_bar_root","375bef3","7f0a003b ","0","1920","0","1080",".",".",".","E",".",".",".",".",".",".",".",".",".",".",".",".","V"
"5","6","3","3","0,2,3,","      androidx.appcompat.widget.ContentFrameLayout{fcb9629 V.E...... ........ 0,0-1920,1080 #1020002 android:id/content}","960","540","2073600","0","0","1920","1080","1080","1920","0","1.7777778","265000489","16908290","14","androidx.appcompat.widget.ContentFrameLayout","android:id/content","fcb9629","1020002 ","0","1920","0","1080",".",".",".","E",".",".",".",".",".",".",".",".",".",".",".",".","V"
"6","6","4","5","0,2,3,5,","        android.widget.FrameLayout{e259dae V.E...... ........ 0,0-1920,1080}","960","540","2073600","0","0","1920","1080","1080","1920","0","1.7777778","237346222","0","16","android.widget.FrameLayout","","e259dae","","0","1920","0","1080",".",".",".","E",".",".",".",".",".",".",".",".",".",".",".",".","V"
"7","6","5","6","0,2,3,5,6,","          androidx.drawerlayout.widget.DrawerLayout{ea3574f VFE...... ........ 0,48-1920,1080 #7f0a011a app:id/drawer_layout}","960","564","1981440","0","48","1920","1080","1032","1920","0","1.8604652","245585743","2131362074","18","androidx.drawerlayout.widget.DrawerLayout","app:id/drawer_layout","ea3574f","7f0a011a ","0","1920","48","1080",".",".",".","E","F",".",".",".",".",".",".",".",".",".",".",".","V"
